w1,w2,bigram,count,probability
a,public,a public,1,0.0004452359750667854
a,parking,a parking,1,0.0004452359750667854
a,pre-paid,a pre-paid,1,0.0004452359750667854
a,can,a can,1,0.0004452359750667854
a,strong,a strong,1,0.0004452359750667854
a,hand,a hand,1,0.0004452359750667854
a,highly,a highly,1,0.0004452359750667854
a,sweet,a sweet,1,0.0004452359750667854
a,quite,a quite,1,0.0004452359750667854
a,airport,a airport,1,0.0004452359750667854
a,train,a train,1,0.0004452359750667854
a,the,a the,1,0.0004452359750667854
a,more,a more,1,0.0004452359750667854
a,break,a break,1,0.0004452359750667854
a,close,a close,1,0.0004452359750667854
a,difficult,a difficult,1,0.0004452359750667854
a,located,a located,1,0.0004452359750667854
a,minor,a minor,1,0.0004452359750667854
a,toilet,a toilet,1,0.0004452359750667854
a,luxurious,a luxurious,1,0.0004452359750667854
a,watch,a watch,1,0.0004452359750667854
a,pick,a pick,1,0.0004452359750667854
a,particular,a particular,1,0.0004452359750667854
a,larger,a larger,1,0.0004452359750667854
a,minute,a minute,1,0.0004452359750667854
a,wet,a wet,1,0.0004452359750667854
a,spotless,a spotless,1,0.0004452359750667854
.,plenty,. plenty,2,0.00042625745950554135
.,please,. please,2,0.00042625745950554135
.,beds,. beds,2,0.00042625745950554135
.,walking,. walking,2,0.00042625745950554135
.,bed,. bed,2,0.00042625745950554135
.,plus,. plus,2,0.00042625745950554135
.,through,. through,2,0.00042625745950554135
.,more,. more,2,0.00042625745950554135
.,sad,. sad,2,0.00042625745950554135
.,sorry,. sorry,2,0.00042625745950554135
.,third,. third,2,0.00042625745950554135
.,always,. always,2,0.00042625745950554135
.,security,. security,2,0.00042625745950554135
.,travel,. travel,2,0.00042625745950554135
.,ordered,. ordered,2,0.00042625745950554135
.,wallpaper,. wallpaper,2,0.00042625745950554135
.,clearly,. clearly,2,0.00042625745950554135
.,have,. have,2,0.00042625745950554135
.,super,. super,2,0.00042625745950554135
.,almost,. almost,2,0.00042625745950554135
.,compared,. compared,2,0.00042625745950554135
.,used,. used,2,0.00042625745950554135
.,thought,. thought,2,0.00042625745950554135
.,dinner,. dinner,2,0.00042625745950554135
.,requests,. requests,2,0.00042625745950554135
.,several,. several,2,0.00042625745950554135
.,-the,. -the,2,0.00042625745950554135
.,enjoyed,. enjoyed,2,0.00042625745950554135
.,big,. big,2,0.00042625745950554135
.,due,. due,2,0.00042625745950554135
.,upgrade,. upgrade,2,0.00042625745950554135
.,better,. better,2,0.00042625745950554135
.,basically,. basically,2,0.00042625745950554135
.,arrived,. arrived,2,0.00042625745950554135
.,gave,. gave,2,0.00042625745950554135
.,lobby,. lobby,2,0.00042625745950554135
.,booked,. booked,2,0.00042625745950554135
.,anthony,. anthony,2,0.00042625745950554135
.,kind,. kind,2,0.00042625745950554135
.,p.s,. p.s,2,0.00042625745950554135
.,large,. large,2,0.00042625745950554135
.,perfect,. perfect,2,0.00042625745950554135
.,save,. save,2,0.00042625745950554135
.,checking,. checking,2,0.00042625745950554135
.,bad,. bad,2,0.00042625745950554135
.,rates,. rates,2,0.00042625745950554135
.,which,. which,2,0.00042625745950554135
.,or,. or,2,0.00042625745950554135
.,try,. try,2,0.00042625745950554135
.,lots,. lots,2,0.00042625745950554135
.,requested,. requested,2,0.00042625745950554135
.,[,. [,2,0.00042625745950554135
.,bedding,. bedding,2,0.00042625745950554135
.,mind,. mind,2,0.00042625745950554135
.,typical,. typical,2,0.00042625745950554135
.,is,. is,2,0.00042625745950554135
.,still,. still,2,0.00042625745950554135
.,me,. me,2,0.00042625745950554135
.,has,. has,2,0.00042625745950554135
.,huge,. huge,2,0.00042625745950554135
.,did,. did,2,0.00042625745950554135
.,employees,. employees,2,0.00042625745950554135
.,get,. get,2,0.00042625745950554135
.,negative,. negative,2,0.00042625745950554135
.,case,. case,2,0.00042625745950554135
.,can,. can,2,0.00042625745950554135
.,be,. be,2,0.00042625745950554135
.,last,. last,2,0.00042625745950554135
.,considering,. considering,2,0.00042625745950554135
.,friendly,. friendly,2,0.00042625745950554135
.,unless,. unless,2,0.00042625745950554135
.,new,. new,2,0.00042625745950554135
.,housekeeping,. housekeeping,2,0.00042625745950554135
.,like,. like,2,0.00042625745950554135
and,taken,and taken,1,0.0003856536829926726
and,way,and way,1,0.0003856536829926726
and,checking,and checking,1,0.0003856536829926726
and,busy,and busy,1,0.0003856536829926726
and,towels,and towels,1,0.0003856536829926726
and,funky,and funky,1,0.0003856536829926726
and,something,and something,1,0.0003856536829926726
and,cheerful,and cheerful,1,0.0003856536829926726
and,boring,and boring,1,0.0003856536829926726
and,anyone,and anyone,1,0.0003856536829926726
and,serve,and serve,1,0.0003856536829926726
and,reported,and reported,1,0.0003856536829926726
and,bellmen,and bellmen,1,0.0003856536829926726
and,remembered,and remembered,1,0.0003856536829926726
and,wet,and wet,1,0.0003856536829926726
and,returned,and returned,1,0.0003856536829926726
and,within,and within,1,0.0003856536829926726
and,staying,and staying,1,0.0003856536829926726
and,elegant,and elegant,1,0.0003856536829926726
and,decent,and decent,1,0.0003856536829926726
and,spent,and spent,1,0.0003856536829926726
and,bring,and bring,1,0.0003856536829926726
and,wanted,and wanted,1,0.0003856536829926726
and,somewhat,and somewhat,1,0.0003856536829926726
and,walk,and walk,1,0.0003856536829926726
and,use,and use,1,0.0003856536829926726
and,absolutely,and absolutely,1,0.0003856536829926726
and,staff,and staff,1,0.0003856536829926726
and,son,and son,1,0.0003856536829926726
and,bedding,and bedding,1,0.0003856536829926726
and,check-out,and check-out,1,0.0003856536829926726
and,supposed,and supposed,1,0.0003856536829926726
and,book,and book,1,0.0003856536829926726
and,chicago,and chicago,1,0.0003856536829926726
and,city,and city,1,0.0003856536829926726
and,giving,and giving,1,0.0003856536829926726
and,doorman,and doorman,1,0.0003856536829926726
and,watched,and watched,1,0.0003856536829926726
and,nicely,and nicely,1,0.0003856536829926726
and,size,and size,1,0.0003856536829926726
and,give,and give,1,0.0003856536829926726
and,impressed,and impressed,1,0.0003856536829926726
and,which,and which,1,0.0003856536829926726
and,ours,and ours,1,0.0003856536829926726
and,river,and river,1,0.0003856536829926726
and,romantic,and romantic,1,0.0003856536829926726
and,attractive,and attractive,1,0.0003856536829926726
and,fixtures,and fixtures,1,0.0003856536829926726
and,stuck,and stuck,1,0.0003856536829926726
and,arranged,and arranged,1,0.0003856536829926726
and,inviting,and inviting,1,0.0003856536829926726
and,shops,and shops,1,0.0003856536829926726
and,appeared,and appeared,1,0.0003856536829926726
and,start,and start,1,0.0003856536829926726
and,view,and view,1,0.0003856536829926726
and,exceptionally,and exceptionally,1,0.0003856536829926726
and,hair,and hair,1,0.0003856536829926726
and,turndown,and turndown,1,0.0003856536829926726
and,won,and won,1,0.0003856536829926726
and,sheraton,and sheraton,1,0.0003856536829926726
and,items,and items,1,0.0003856536829926726
and,picked,and picked,1,0.0003856536829926726
and,unacceptable,and unacceptable,1,0.0003856536829926726
and,bed,and bed,1,0.0003856536829926726
and,honor,and honor,1,0.0003856536829926726
and,shampoo,and shampoo,1,0.0003856536829926726
and,north,and north,1,0.0003856536829926726
and,newly,and newly,1,0.0003856536829926726
and,above,and above,1,0.0003856536829926726
and,refrigerator,and refrigerator,1,0.0003856536829926726
and,because,and because,1,0.0003856536829926726
and,chic,and chic,1,0.0003856536829926726
and,around,and around,1,0.0003856536829926726
and,neat,and neat,1,0.0003856536829926726
and,rush,and rush,1,0.0003856536829926726
and,live,and live,1,0.0003856536829926726
and,south,and south,1,0.0003856536829926726
and,truly,and truly,1,0.0003856536829926726
and,families,and families,1,0.0003856536829926726
and,quickly,and quickly,1,0.0003856536829926726
and,smaller,and smaller,1,0.0003856536829926726
and,flat,and flat,1,0.0003856536829926726
and,tell,and tell,1,0.0003856536829926726
and,<num>/<num>,and <num>/<num>,1,0.0003856536829926726
and,running,and running,1,0.0003856536829926726
and,from,and from,1,0.0003856536829926726
and,broken,and broken,1,0.0003856536829926726
and,kind,and kind,1,0.0003856536829926726
and,pleasant,and pleasant,1,0.0003856536829926726
and,saying,and saying,1,0.0003856536829926726
and,planned,and planned,1,0.0003856536829926726
and,replaced,and replaced,1,0.0003856536829926726
and,question,and question,1,0.0003856536829926726
and,cons,and cons,1,0.0003856536829926726
and,happy,and happy,1,0.0003856536829926726
and,earlier,and earlier,1,0.0003856536829926726
and,comfy,and comfy,1,0.0003856536829926726
and,provide,and provide,1,0.0003856536829926726
and,continue,and continue,1,0.0003856536829926726
and,though,and though,1,0.0003856536829926726
and,money,and money,1,0.0003856536829926726
and,rude,and rude,1,0.0003856536829926726
and,open,and open,1,0.0003856536829926726
and,fairly,and fairly,1,0.0003856536829926726
and,respond,and respond,1,0.0003856536829926726
and,music,and music,1,0.0003856536829926726
and,fantastic,and fantastic,1,0.0003856536829926726
and,events,and events,1,0.0003856536829926726
and,site,and site,1,0.0003856536829926726
and,classy,and classy,1,0.0003856536829926726
and,robes,and robes,1,0.0003856536829926726
and,family,and family,1,0.0003856536829926726
and,snacks,and snacks,1,0.0003856536829926726
and,looks,and looks,1,0.0003856536829926726
and,thankfully,and thankfully,1,0.0003856536829926726
and,positive,and positive,1,0.0003856536829926726
and,highly,and highly,1,0.0003856536829926726
and,add,and add,1,0.0003856536829926726
and,explained,and explained,1,0.0003856536829926726
and,address,and address,1,0.0003856536829926726
and,stated,and stated,1,0.0003856536829926726
and,expensive,and expensive,1,0.0003856536829926726
and,value,and value,1,0.0003856536829926726
and,leisure,and leisure,1,0.0003856536829926726
and,nearly,and nearly,1,0.0003856536829926726
and,plate,and plate,1,0.0003856536829926726
and,working,and working,1,0.0003856536829926726
and,somehow,and somehow,1,0.0003856536829926726
and,overlooked,and overlooked,1,0.0003856536829926726
and,hotwire,and hotwire,1,0.0003856536829926726
and,meeting,and meeting,1,0.0003856536829926726
and,your,and your,1,0.0003856536829926726
and,main,and main,1,0.0003856536829926726
and,offered,and offered,1,0.0003856536829926726
and,tired,and tired,1,0.0003856536829926726
and,level,and level,1,0.0003856536829926726
and,europe,and europe,1,0.0003856536829926726
and,appreciated,and appreciated,1,0.0003856536829926726
and,given,and given,1,0.0003856536829926726
and,frequently,and frequently,1,0.0003856536829926726
and,sign,and sign,1,0.0003856536829926726
and,pretty,and pretty,1,0.0003856536829926726
and,base,and base,1,0.0003856536829926726
and,sure,and sure,1,0.0003856536829926726
and,cool,and cool,1,0.0003856536829926726
and,back,and back,1,0.0003856536829926726
and,disapointed,and disapointed,1,0.0003856536829926726
and,lounge,and lounge,1,0.0003856536829926726
and,space,and space,1,0.0003856536829926726
and,any,and any,1,0.0003856536829926726
and,early,and early,1,0.0003856536829926726
and,signs,and signs,1,0.0003856536829926726
and,boutique,and boutique,1,0.0003856536829926726
and,provides,and provides,1,0.0003856536829926726
and,breakfast,and breakfast,1,0.0003856536829926726
and,traffic,and traffic,1,0.0003856536829926726
and,maybe,and maybe,1,0.0003856536829926726
and,chose,and chose,1,0.0003856536829926726
and,turn,and turn,1,0.0003856536829926726
and,suggested,and suggested,1,0.0003856536829926726
and,cozy,and cozy,1,0.0003856536829926726
and,worst,and worst,1,0.0003856536829926726
and,look,and look,1,0.0003856536829926726
and,night,and night,1,0.0003856536829926726
and,foot,and foot,1,0.0003856536829926726
and,attractions,and attractions,1,0.0003856536829926726
and,fresh,and fresh,1,0.0003856536829926726
and,etc,and etc,1,0.0003856536829926726
and,david,and david,1,0.0003856536829926726
and,dark,and dark,1,0.0003856536829926726
and,floor,and floor,1,0.0003856536829926726
and,months,and months,1,0.0003856536829926726
and,going,and going,1,0.0003856536829926726
and,gift,and gift,1,0.0003856536829926726
and,help,and help,1,0.0003856536829926726
and,decided,and decided,1,0.0003856536829926726
and,--,and --,1,0.0003856536829926726
and,laid,and laid,1,0.0003856536829926726
and,bad,and bad,1,0.0003856536829926726
and,choose,and choose,1,0.0003856536829926726
and,activities,and activities,1,0.0003856536829926726
and,change,and change,1,0.0003856536829926726
and,...,and ...,1,0.0003856536829926726
and,set,and set,1,0.0003856536829926726
and,art,and art,1,0.0003856536829926726
and,men,and men,1,0.0003856536829926726
and,thanks,and thanks,1,0.0003856536829926726
and,smelled,and smelled,1,0.0003856536829926726
and,iron,and iron,1,0.0003856536829926726
and,tea,and tea,1,0.0003856536829926726
and,updated,and updated,1,0.0003856536829926726
and,wi-fi,and wi-fi,1,0.0003856536829926726
and,most,and most,1,0.0003856536829926726
and,furnished,and furnished,1,0.0003856536829926726
and,luxurious,and luxurious,1,0.0003856536829926726
and,others,and others,1,0.0003856536829926726
and,concierge,and concierge,1,0.0003856536829926726
and,upgraded,and upgraded,1,0.0003856536829926726
and,drove,and drove,1,0.0003856536829926726
and,slightly,and slightly,1,0.0003856536829926726
and,served,and served,1,0.0003856536829926726
and,despite,and despite,1,0.0003856536829926726
and,near,and near,1,0.0003856536829926726
and,dry,and dry,1,0.0003856536829926726
and,soon,and soon,1,0.0003856536829926726
and,five,and five,1,0.0003856536829926726
and,painted,and painted,1,0.0003856536829926726
and,places,and places,1,0.0003856536829926726
and,looking,and looking,1,0.0003856536829926726
and,sent,and sent,1,0.0003856536829926726
and,dust,and dust,1,0.0003856536829926726
and,somewhere,and somewhere,1,0.0003856536829926726
and,overlooking,and overlooking,1,0.0003856536829926726
and,charm,and charm,1,0.0003856536829926726
and,areas,and areas,1,0.0003856536829926726
and,correct,and correct,1,0.0003856536829926726
and,doormen,and doormen,1,0.0003856536829926726
and,sofa,and sofa,1,0.0003856536829926726
and,slow,and slow,1,0.0003856536829926726
and,clear,and clear,1,0.0003856536829926726
and,premium,and premium,1,0.0003856536829926726
and,sat,and sat,1,0.0003856536829926726
and,daughter,and daughter,1,0.0003856536829926726
and,experience,and experience,1,0.0003856536829926726
and,things,and things,1,0.0003856536829926726
and,manager,and manager,1,0.0003856536829926726
and,beverages,and beverages,1,0.0003856536829926726
and,handed,and handed,1,0.0003856536829926726
and,asking,and asking,1,0.0003856536829926726
and,prepared,and prepared,1,0.0003856536829926726
and,love,and love,1,0.0003856536829926726
and,cost,and cost,1,0.0003856536829926726
and,industry,and industry,1,0.0003856536829926726
and,past,and past,1,0.0003856536829926726
and,sightseeing,and sightseeing,1,0.0003856536829926726
and,poor,and poor,1,0.0003856536829926726
and,promptly,and promptly,1,0.0003856536829926726
and,evening,and evening,1,0.0003856536829926726
and,claim,and claim,1,0.0003856536829926726
and,w,and w,1,0.0003856536829926726
and,watch,and watch,1,0.0003856536829926726
and,sliding,and sliding,1,0.0003856536829926726
and,outdated,and outdated,1,0.0003856536829926726
and,generally,and generally,1,0.0003856536829926726
and,courteous,and courteous,1,0.0003856536829926726
and,where,and where,1,0.0003856536829926726
and,head,and head,1,0.0003856536829926726
and,workout,and workout,1,0.0003856536829926726
and,actually,and actually,1,0.0003856536829926726
and,radio,and radio,1,0.0003856536829926726
and,promised,and promised,1,0.0003856536829926726
and,gross,and gross,1,0.0003856536829926726
and,thoroughly,and thoroughly,1,0.0003856536829926726
and,decor,and decor,1,0.0003856536829926726
and,cramped,and cramped,1,0.0003856536829926726
and,guess,and guess,1,0.0003856536829926726
and,monaco,and monaco,1,0.0003856536829926726
and,extra,and extra,1,0.0003856536829926726
and,decorated,and decorated,1,0.0003856536829926726
and,fitness,and fitness,1,0.0003856536829926726
and,toast,and toast,1,0.0003856536829926726
and,away,and away,1,0.0003856536829926726
and,layout,and layout,1,0.0003856536829926726
and,closed,and closed,1,0.0003856536829926726
and,calling,and calling,1,0.0003856536829926726
